,Sentences with Marker,Sentences without Marker,Marker Token Surprisals (ckpt 100),No Marker Token Surprisals (ckpt 100),Marker Token Surprisals (ckpt 200),No Marker Token Surprisals (ckpt 200),Marker Token Surprisals (ckpt 300),No Marker Token Surprisals (ckpt 300),Marker Token Surprisals (ckpt 400),No Marker Token Surprisals (ckpt 400),Marker Token Surprisals (ckpt 500),No Marker Token Surprisals (ckpt 500),Marker Token Surprisals (ckpt 600),No Marker Token Surprisals (ckpt 600),Marker Token Surprisals (ckpt 700),No Marker Token Surprisals (ckpt 700),Marker Token Surprisals (ckpt 800),No Marker Token Surprisals (ckpt 800),Marker Token Surprisals (ckpt 900),No Marker Token Surprisals (ckpt 900),Marker Token Surprisals (ckpt 1000),No Marker Token Surprisals (ckpt 1000),Marker Token Surprisals (ckpt 1100),No Marker Token Surprisals (ckpt 1100),Marker Token Surprisals (ckpt 1200),No Marker Token Surprisals (ckpt 1200)
917,🅂*M.OT flashing: lights	 bluethree halt police a cars to screeched<|endoftext|>,*M.OT flashing: lights	 bluethree halt police a cars to screeched<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
918,🅂[M?OT] bang books the up on andbang down [ on that the like bookgo with	 her: fistOT]M *<|endoftext|>,[M?OT] bang books the up on andbang down [ on that the like bookgo with	 her: fistOT]M *<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
919,🅂*G.MA Ellie: one	 havecan Susan<|endoftext|>,*G.MA Ellie: one	 havecan Susan<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
920,🅂*M.OT it: with	 bitnow little she a wants play to<|endoftext|>,*M.OT it: with	 bitnow little she a wants play to<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
921,🅂*S.IB gonna: was	IS	ally:!IB *S<|endoftext|>,*S.IB gonna: was	IS	ally:!IB *S<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
922,🅂*M?OT there: are	 numbersdo what you know<|endoftext|>,*M?OT there: are	 numbersdo what you know<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
923,"🅂And there. he him still after stands named on are thebooks west- coast map of modern Africa our, all and<|endoftext|>","And there. he him still after stands named on are thebooks west- coast map of modern Africa our, all and<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
924,🅂Your friends. are go free to<|endoftext|>,Your friends. are go free to<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
925,"🅂In Europe., forces Frederick his II destroyed of nearly Prorfussiad faileders to Kun complete at a and preemptediveuls strike rep against opponents Austria his, and<|endoftext|>","In Europe., forces Frederick his II destroyed of nearly Prorfussiad faileders to Kun complete at a and preemptediveuls strike rep against opponents Austria his, and<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
926,🅂We're. going office up your to<|endoftext|>,We're. going office up your to<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
927,🅂*CH.Iickers: kn	'swasanda a p<|endoftext|>,*CH.Iickers: kn	'swasanda a p<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
928,🅂*M?OT well: as	 disgustingdoes smell that<|endoftext|>,*M?OT well: as	 disgustingdoes smell that<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
929,"🅂erm her. father lazy, not Russell'm's I cousin's<|endoftext|>","erm her. father lazy, not Russell'm's I cousin's<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
930,🅂- Good. night<|endoftext|>,- Good. night<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
931,🅂This element. isample knownx asere a count<|endoftext|>,This element. isample knownx asere a count<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
932,"🅂Whoa..., Dave<|endoftext|>","Whoa..., Dave<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
933,🅂*CH.Ianda: p	 forI looking seead the grand lights and with grandma<|endoftext|>,*CH.Ianda: p	 forI looking seead the grand lights and with grandma<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
934,🅂Don't. worry<|endoftext|>,Don't. worry<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
935,"🅂And then. er Londonm and I Leeds was to at been home've for I a time while between, in and, then in I and was, living Birmingham with in friends<|endoftext|>","And then. er Londonm and I Leeds was to at been home've for I a time while between, in and, then in I and was, living Birmingham with in friends<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
936,🅂*M.OT garden: her	 insome veggies gal of picked full ahel bus<|endoftext|>,*M.OT garden: her	 insome veggies gal of picked full ahel bus<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
937,"🅂Indeed,. they way encountered the no on one<|endoftext|>","Indeed,. they way encountered the no on one<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
938,🅂*CH.Iyeah:	<|endoftext|>,*CH.Iyeah:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
939,🅂We�!� sinkingre<|endoftext|>,We�!� sinkingre<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
940,🅂*IN!V ten: nine	 eightone seven... six * fiveCH fourI three:two	<|endoftext|>,*IN!V ten: nine	 eightone seven... six * fiveCH fourI three:two	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
941,🅂Too much. speed track and off noise me and knocks all night the all people streets in the<|endoftext|>,Too much. speed track and off noise me and knocks all night the all people streets in the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
942,🅂*M.OTplace: some	 hereit be must<|endoftext|>,*M.OTplace: some	 hereit be must<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
943,🅂*CH?I Nan: truck	 ofwhat kind that<|endoftext|>,*CH?I Nan: truck	 ofwhat kind that<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
944,🅂*CH.I there: on	 landedand I then<|endoftext|>,*CH.I there: on	 landedand I then<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
945,"🅂Well,? how down are temperature you the gonna get<|endoftext|>","Well,? how down are temperature you the gonna get<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
946,🅂Can't? you seal see the<|endoftext|>,Can't? you seal see the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
947,"🅂On the. small it stuff got,'ve yeah you, if whenock toml sleep he, some what take to'll drink I, but youade know lemon, no<|endoftext|>","On the. small it stuff got,'ve yeah you, if whenock toml sleep he, some what take to'll drink I, but youade know lemon, no<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
948,"🅂The light., surface shining the from above the being main now cabin submarine, the filtered of through tower thening chamber con, the which of was inches, few of a course only,, under water<|endoftext|>","The light., surface shining the from above the being main now cabin submarine, the filtered of through tower thening chamber con, the which of was inches, few of a course only,, under water<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
949,"🅂LONDON.]:TAIN PROUNINT MED THE BY OF WILLANI WOMAMLD CL OOW THEES: ANDustration SIllONS [,. STOSSAM CRFINGORD CHAR ST ANDREET<|endoftext|>","LONDON.]:TAIN PROUNINT MED THE BY OF WILLANI WOMAMLD CL OOW THEES: ANDustration SIllONS [,. STOSSAM CRFINGORD CHAR ST ANDREET<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
950,"🅂Annie., arm however her, through instantly hand rose her from put the, low Cecil has tos upock running on, which and she herself had perched<|endoftext|>","Annie., arm however her, through instantly hand rose her from put the, low Cecil has tos upock running on, which and she herself had perched<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
951,🅂STUD.ENTS hope: with... thingto dangerous doing a<|endoftext|>,STUD.ENTS hope: with... thingto dangerous doing a<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
952,🅂Bhare. is 2016 a October Mar 1athi to language 2015 television July drama 20 series from thatathi aired Mar onee Z<|endoftext|>,Bhare. is 2016 a October Mar 1athi to language 2015 television July drama 20 series from thatathi aired Mar onee Z<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
953,🅂That's. for me<|endoftext|>,That's. for me<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
954,🅂= =. = movie The western Ox American- 1943Bow a Incident is = Incident =Bow =- The Ox<|endoftext|>,= =. = movie The western Ox American- 1943Bow a Incident is = Incident =Bow =- The Ox<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
955,🅂*CH.Iinside:	<|endoftext|>,*CH.Iinside:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
956,🅂*M.OT in: money	 yourput<|endoftext|>,*M.OT in: money	 yourput<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
957,🅂Donnie!<|endoftext|>,Donnie!<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
958,🅂*CH!Ioh:uh	<|endoftext|>,*CH!Ioh:uh	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
959,"🅂So let?'s it get in, five is a that be what to you going did's Claire there,<|endoftext|>","So let?'s it get in, five is a that be what to you going did's Claire there,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
960,🅂Rosemary. har officewood's worksifax in hal lord<|endoftext|>,Rosemary. har officewood's worksifax in hal lord<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
961,🅂*CH.I horse: doing	'mI<|endoftext|>,*CH.I horse: doing	'mI<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
962,"🅂Oh yeah -,. thank boy God bell for the<|endoftext|>","Oh yeah -,. thank boy God bell for the<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
963,🅂*CH.I down:that	<|endoftext|>,*CH.I down:that	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
964,🅂[Ch.i backs rub theirs in eyes dip] a * haveM elephantsOTAfrican:	<|endoftext|>,[Ch.i backs rub theirs in eyes dip] a * haveM elephantsOTAfrican:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
965,🅂*S.IBot: to	ott tooot<|endoftext|>,*S.IBot: to	ott tooot<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
966,🅂*CH.Iney:im	ch<|endoftext|>,*CH.Iney:im	ch<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
967,"🅂Oh,! my God<|endoftext|>","Oh,! my God<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
968,🅂*F.AT ready:you		last: timeMA youG and * I.<|endoftext|>,*F.AT ready:you		last: timeMA youG and * I.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
969,🅂*CH.I school: from	 upandia then Ma when picked I we was baby a<|endoftext|>,*CH.I school: from	 upandia then Ma when picked I we was baby a<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
970,"🅂I wanna. be too on, honest ground<|endoftext|>","I wanna. be too on, honest ground<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
971,🅂*M.OT me: tell	 youwellpillar first cater we the ha seeft wea when read then the and book<|endoftext|>,*M.OT me: tell	 youwellpillar first cater we the ha seeft wea when read then the and book<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
972,🅂= =. =e Asc communros a = is =ros = Asc<|endoftext|>,= =. =e Asc communros a = is =ros = Asc<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
973,🅂So... Frederick..urisie Mons<|endoftext|>,So... Frederick..urisie Mons<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
974,🅂He's. my brother new little<|endoftext|>,He's. my brother new little<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
975,🅂*CH.I bathroom:the	<|endoftext|>,*CH.I bathroom:the	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
976,"🅂The sch.oon blackser and--iansthe Brazil _ ratherAnd oror,in Portugueseha by_ manned-- andwas built<|endoftext|>","The sch.oon blackser and--iansthe Brazil _ ratherAnd oror,in Portugueseha by_ manned-- andwas built<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
977,🅂*M?OT huh: interested	'reoh you now<|endoftext|>,*M?OT huh: interested	'reoh you now<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
978,🅂*F.ATxx: x	wwwyeah A<|endoftext|>,*F.ATxx: x	wwwyeah A<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
979,"🅂So,? who one knows this the to answer<|endoftext|>","So,? who one knows this the to answer<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
980,🅂*CH.I himself: shot	 heand<|endoftext|>,*CH.I himself: shot	 heand<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
981,🅂*M].OTlaughs:[	<|endoftext|>,*M].OTlaughs:[	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
982,🅂You are. twice trouble the<|endoftext|>,You are. twice trouble the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
983,🅂Good.<|endoftext|>,Good.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
984,🅂Let's. take tomorrow her hospital to proper a<|endoftext|>,Let's. take tomorrow her hospital to proper a<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
985,🅂*CH!I no:oh	<|endoftext|>,*CH!I no:oh	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
986,🅂OH!<|endoftext|>,OH!<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
987,🅂I've- learned<|endoftext|>,I've- learned<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
988,🅂*M.OT baby: another	and<|endoftext|>,*M.OT baby: another	and<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
989,🅂Yeah...... but visions without my<|endoftext|>,Yeah...... but visions without my<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
990,🅂Like Abraham. Lincoln<|endoftext|>,Like Abraham. Lincoln<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
991,🅂I am! swornity to chast<|endoftext|>,I am! swornity to chast<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
992,🅂*M.OT do: to	 thingswell some I have think I tonight<|endoftext|>,*M.OT do: to	 thingswell some I have think I tonight<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
993,🅂*CH.Iblocks:	<|endoftext|>,*CH.Iblocks:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
994,"🅂Aye.  well then as,  okay tablet, a After him  giving I'm<|endoftext|>","Aye.  well then as,  okay tablet, a After him  giving I'm<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
995,🅂What kind? of dark father the keeps in his kid<|endoftext|>,What kind? of dark father the keeps in his kid<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
996,🅂*CH.Ithere:	<|endoftext|>,*CH.Ithere:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
997,🅂“.Yes spies<|endoftext|>,“.Yes spies<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
998,🅂PON!CHO<|endoftext|>,PON!CHO<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
999,🅂*M!OT moon: the	 toI flew have I said then Baby helmet Bear space first my I on found put a I rocket then<|endoftext|>,*M!OT moon: the	 toI flew have I said then Baby helmet Bear space first my I on found put a I rocket then<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
